TransactionAmount,TransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,PreviousTransactionDate,TransactionAmount_binned,TransactionAmount_binned_encoded,Target
0.005967962491789644,3036670.0,2.0,172.0,0.0,0.7096774193548387,8.0,0.15517241379310343,0.0,0.38750156284239695,126360.0,Low,0.0,0
0.056455805114090034,6115585.0,2.0,1849.0,0.0,0.30645161290322587,4.0,0.1413793103448276,0.0,0.44288063110600845,62640.0,Low,0.0,2
0.05140093357881656,2671375.0,2.0,774.0,6.0,0.06451612903225812,12.0,0.35517241379310344,0.0,0.035822364308309484,42840.0,Low,0.0,0
0.02222341642699473,1240015.0,2.0,1075.0,3.0,0.4193548387096775,0.0,0.20344827586206898,0.0,0.979703886738627,112320.0,Low,0.0,3
0.029226215336169356,5941635.0,2.0,1032.0,3.0,0.016129032258064557,12.0,0.23103448275862065,0.0,0.08477260475077203,9720.0,Low,0.0,2
0.0423649854731326,3225530.0,2.0,1677.0,6.0,0.5161290322580645,0.0,0.19655172413793104,0.0,0.7008988528400713,88560.0,Low,0.0,1
0.044668409592770714,2795625.0,2.0,430.0,0.0,0.32258064516129037,4.0,0.3172413793103448,0.0,0.030333930686427268,74880.0,Low,0.0,0
0.06322241782917916,5158860.0,2.0,430.0,6.0,0.5,0.0,0.5517241379310345,0.0,0.475615625466332,70200.0,Low,0.0,2
0.03760717286237905,2991940.0,2.0,1548.0,6.0,0.25806451612903225,0.0,0.506896551724138,0.0,0.0956170505097219,71640.0,Low,0.0,0
0.005916829398224739,4912845.0,2.0,989.0,3.0,0.7419354838709677,0.0,0.20344827586206898,0.0,0.6566411727300472,122760.0,Low,0.0,2
0.09561888496637264,5382510.0,2.0,774.0,6.0,0.09677419354838712,12.0,0.3103448275862069,0.0,0.046408016810134484,48600.0,Low,0.0,2
0.05610030836835308,1471120.0,2.0,645.0,3.0,0.04838709677419356,12.0,0.43103448275862066,0.0,0.03473879357977622,93600.0,Low,0.0,3
0.1075888986789952,5983880.0,2.0,860.0,6.0,0.016129032258064557,12.0,0.8620689655172414,0.0,0.0856740119139005,42480.0,Low,0.0,2
0.15678623941608605,1068550.0,2.0,1505.0,0.0,0.1774193548387097,4.0,0.21379310344827585,0.0,0.0700603761307921,36360.0,Medium,1.0,3
0.006111622135614854,3213105.0,2.0,903.0,0.0,0.6290322580645161,4.0,0.23448275862068962,0.0,0.0067077867866212615,101160.0,Low,0.0,1
0.035880822227259156,4030670.0,2.0,215.0,3.0,0.8548387096774193,8.0,0.4241379310344827,0.0,0.13541609250413736,21240.0,Low,0.0,1
0.027943018178611976,4174800.0,2.0,1505.0,3.0,0.30645161290322587,0.0,0.5689655172413793,0.0,0.5069934676548761,48600.0,Low,0.0,1
0.09328380702690862,402570.0,2.0,559.0,3.0,0.19354838709677424,4.0,0.04827586206896552,0.0,0.5915731537957913,101880.0,Low,0.0,3
0.04769987156840438,936845.0,2.0,1763.0,3.0,0.14516129032258068,4.0,0.4689655172413793,0.0,0.6263206858491849,46440.0,Low,0.0,3
0.03157590273093761,22365.0,2.0,817.0,0.0,0.22580645161290325,4.0,0.7758620689655172,0.0,0.5279160622555749,4320.0,Low,0.0,3
0.07466405624163103,5628525.0,2.0,301.0,6.0,0.4516129032258065,4.0,0.1413793103448276,0.0,0.6262682550074815,95040.0,Low,0.0,2
0.027933278541742473,5099220.0,2.0,1677.0,6.0,0.6612903225806451,8.0,0.24137931034482757,0.0,0.4062334893262906,65160.0,Low,0.0,2
0.18415948883783198,1135645.0,2.0,1462.0,3.0,0.14516129032258068,12.0,0.02413793103448276,0.0,0.021469757487191415,113760.0,Medium,1.0,3
0.12259767909490356,5578825.0,2.0,860.0,6.0,0.06451612903225812,12.0,0.08620689655172413,0.0,0.023296098473187005,64440.0,Low,0.0,2
0.034763198896483376,3439240.0,2.0,1505.0,0.0,0.7258064516129032,8.0,0.4724137931034483,0.0,0.5296993830637627,92880.0,Low,0.0,1
0.07976762596125204,663495.0,2.0,602.0,6.0,0.3548387096774194,4.0,0.32413793103448274,0.0,0.025469961833036004,2520.0,Low,0.0,3
0.0005454196646923216,3280200.0,2.0,1548.0,6.0,0.467741935483871,0.0,0.33448275862068966,0.0,0.8095873155005735,75600.0,Low,0.0,1
0.09919576660669861,3071460.0,2.0,172.0,6.0,0.12903225806451613,4.0,0.17931034482758618,0.0,0.5542470998350445,129600.0,Low,0.0,1
0.028140245825219467,2306080.0,2.0,602.0,3.0,0.33870967741935487,4.0,0.5413793103448277,0.0,0.428843281525388,78840.0,Low,0.0,0
0.01298050103783378,3747380.0,2.0,645.0,0.0,0.8225806451612903,8.0,0.38275862068965516,0.0,0.10419487065042476,50400.0,Low,0.0,1
0.07733515165309297,6175225.0,2.0,473.0,6.0,0.14516129032258068,12.0,0.2793103448275862,0.0,0.0029744419812405137,110880.0,Low,0.0,2
0.0806904565546377,3896480.0,2.0,1376.0,6.0,0.3709677419354839,4.0,0.17586206896551726,0.0,0.27367017236303115,99360.0,Low,0.0,1
0.0011638866059059364,5544035.0,2.0,1806.0,0.0,0.6129032258064516,8.0,0.10689655172413794,0.0,0.3668216289321451,95040.0,Low,0.0,2
0.14574149120606655,4058005.0,2.0,1290.0,3.0,0.6290322580645161,0.0,0.5103448275862069,0.0,0.08834395169909538,82800.0,Low,0.0,1
0.204780734999793,3608220.0,2.0,1720.0,6.0,0.12903225806451613,12.0,0.24137931034482757,0.0,0.0673796813011453,77400.0,Medium,1.0,1
0.009225871024639315,4127585.0,2.0,989.0,6.0,0.12903225806451613,12.0,0.3379310344827586,0.0,0.013607147802542761,28440.0,Low,0.0,1
0.030304880119467116,3001880.0,2.0,1204.0,3.0,0.24193548387096775,4.0,0.3275862068965517,0.0,0.4173326952006959,22320.0,Low,0.0,0
0.05059254371864758,5414815.0,2.0,903.0,6.0,0.467741935483871,4.0,0.906896551724138,0.0,0.6213545440735,51120.0,Low,0.0,2
0.09278708554656384,3802050.0,2.0,0.0,0.0,0.6129032258064516,0.0,0.22413793103448276,0.0,0.7887547943971597,68040.0,Low,0.0,1
0.003871505655628533,4801020.0,2.0,1075.0,0.0,0.5161290322580645,0.0,0.393103448275862,0.0,0.9612267203701887,120600.0,Low,0.0,2
0.11829275959858199,2808050.0,2.0,1204.0,6.0,0.0,12.0,0.2,0.0,0.11073931519943216,14400.0,Low,0.0,0
0.08184460352367413,250985.0,2.0,1505.0,3.0,0.04838709677419356,12.0,0.027586206896551724,0.0,0.06044402201019848,77040.0,Low,0.0,3
0.05705235787234726,4018245.0,2.0,258.0,6.0,0.08064516129032262,12.0,0.3793103448275862,0.0,0.01093855239790438,51840.0,Low,0.0,1
0.001397637890774074,4962545.0,2.0,258.0,6.0,0.19354838709677424,0.0,0.8137931034482759,0.0,0.35905110931561623,72000.0,Low,0.0,2
0.05524322032383657,3006850.0,2.0,215.0,0.0,0.0,12.0,0.9793103448275863,0.0,0.016178947807113656,111600.0,Low,0.0,0
0.01110075112201917,785260.0,2.0,860.0,0.0,0.03225806451612906,12.0,0.2827586206896551,0.0,0.1047205234480135,21960.0,Low,0.0,3
0.10110717034233913,3409420.0,2.0,946.0,0.0,0.7741935483870968,0.0,0.45172413793103444,0.0,0.6730244663817477,86400.0,Low,0.0,1
0.06464683972134437,596400.0,2.0,1290.0,6.0,0.5806451612903226,8.0,0.2827586206896551,0.0,0.2920612983758539,127440.0,Low,0.0,3
0.01683496232894068,3339840.0,2.0,1763.0,6.0,1.0,8.0,0.35517241379310344,0.0,0.4269429996087853,57960.0,Low,0.0,1
0.06516791029386293,4656890.0,2.0,1505.0,6.0,0.03225806451612906,12.0,0.5172413793103449,0.0,0.033267369060694746,47160.0,Low,0.0,2
0.12071549426987155,5131525.0,2.0,1591.0,3.0,0.6935483870967742,0.0,0.8793103448275862,0.0,0.8606327730403301,71280.0,Low,0.0,2
0.091552586573354,765380.0,2.0,1720.0,0.0,0.30645161290322587,4.0,0.810344827586207,0.0,0.6023597911908121,77400.0,Low,0.0,3
0.008643927721686347,4346265.0,2.0,215.0,3.0,0.08064516129032262,12.0,0.38620689655172413,0.0,0.034322707797541666,113760.0,Low,0.0,1
0.006883488357523184,2457665.0,2.0,1806.0,6.0,0.7096774193548387,0.0,0.30689655172413793,0.0,0.5760186707571687,2520.0,Low,0.0,0
0.07482719515919524,129220.0,2.0,473.0,3.0,0.24193548387096775,0.0,0.9482758620689655,0.0,0.3499751961787327,3600.0,Low,0.0,3
0.018164422761628208,3720045.0,2.0,1118.0,3.0,0.8387096774193548,0.0,0.396551724137931,0.0,0.45844923014047434,27360.0,Low,0.0,1
0.05140093357881656,5511730.0,2.0,774.0,3.0,0.532258064516129,8.0,0.4379310344827586,0.0,0.09237306022690457,64080.0,Low,0.0,2
0.056404672020525126,506940.0,2.0,946.0,0.0,0.25806451612903225,4.0,0.5344827586206897,0.0,0.0007736910102616569,126360.0,Low,0.0,3
0.0306676815928562,738045.0,2.0,129.0,3.0,0.9193548387096775,8.0,0.8896551724137931,0.0,0.374303106729028,50040.0,Low,0.0,3
0.07404315439120004,5703075.0,2.0,645.0,3.0,0.20967741935483875,4.0,0.0896551724137931,0.0,0.26590839122011944,51120.0,Low,0.0,2
0.06856460865210307,2211650.0,2.0,473.0,0.0,0.06451612903225812,12.0,0.34137931034482755,0.0,0.09980210718208427,27000.0,Low,0.0,0
0.1893434105616264,1351840.0,2.0,645.0,3.0,0.20967741935483875,4.0,0.02413793103448276,0.0,0.4520009088012562,61920.0,Medium,1.0,3
0.028955940413040577,3903935.0,2.0,860.0,3.0,0.6129032258064516,8.0,0.296551724137931,0.0,0.36400784042740547,25560.0,Low,0.0,1
0.043080848783041276,2176860.0,2.0,258.0,6.0,0.935483870967742,8.0,0.11379310344827585,0.0,0.3523655048081771,2520.0,Low,0.0,0
0.06345860402326467,2410450.0,2.0,430.0,3.0,0.06451612903225812,12.0,0.0896551724137931,0.0,0.053896216509799866,10440.0,Low,0.0,0
0.041201098867226664,1391600.0,2.0,258.0,6.0,0.09677419354838712,12.0,0.031034482758620682,0.0,0.11460239272851447,26640.0,Low,0.0,3
0.017767532559195855,2248925.0,2.0,1376.0,3.0,0.12903225806451613,12.0,0.013793103448275862,0.0,0.04614519041134012,103680.0,Low,0.0,0
0.1929202922019524,2276260.0,2.0,129.0,0.0,0.016129032258064557,12.0,0.5310344827586208,0.0,0.04497759589802605,91800.0,Medium,1.0,0
0.05765865026747399,5916785.0,2.0,1333.0,6.0,0.8548387096774193,8.0,0.12413793103448274,0.0,0.0726987229729094,31320.0,Low,0.0,2
0.18018084717663888,3255350.0,2.0,1290.0,6.0,0.3709677419354839,0.0,0.3896551724137931,0.0,0.9654702575967585,44640.0,Medium,1.0,1
0.11036956500523909,1796655.0,2.0,0.0,0.0,0.6451612903225806,0.0,0.2482758620689655,0.0,0.8029346483167684,123120.0,Low,0.0,0
0.07309840961485799,5258260.0,2.0,731.0,3.0,0.8870967741935485,8.0,0.3103448275862069,0.0,0.5232591280078835,34920.0,Low,0.0,2
0.04904637636561354,54670.0,2.0,817.0,0.0,0.6612903225806451,0.0,0.996551724137931,0.0,0.4858100632262176,83880.0,Low,0.0,3
0.09714070322723291,449785.0,2.0,1376.0,0.0,0.6612903225806451,4.0,0.34137931034482755,0.0,0.20899336817071484,42480.0,Low,0.0,3
0.15342362978688923,1078490.0,2.0,989.0,0.0,0.7096774193548387,8.0,0.14482758620689656,0.0,0.08485730072583109,126360.0,Low,0.0,3
0.05250638236350546,69580.0,2.0,860.0,0.0,0.32258064516129037,0.0,0.7758620689655172,0.0,0.522428300823971,86400.0,Low,0.0,3
0.11889174726605661,3009335.0,2.0,731.0,3.0,0.5483870967741935,4.0,0.4206896551724138,0.0,0.49643806371557214,22680.0,Low,0.0,0
0.004894167526926636,3324930.0,2.0,1720.0,3.0,0.7096774193548387,8.0,0.22413793103448276,0.0,0.17888529341777837,104760.0,Low,0.0,1
0.027607000706614027,4982425.0,2.0,473.0,6.0,0.435483870967742,8.0,0.07586206896551724,0.0,0.44188310073309073,33120.0,Low,0.0,2
0.12000450077839764,3429300.0,2.0,301.0,3.0,0.5645161290322581,8.0,0.7793103448275862,0.0,0.4928324350630582,35280.0,Low,0.0,1
0.07478823661171724,2666405.0,2.0,860.0,0.0,0.016129032258064557,12.0,0.013793103448275862,0.0,0.06424458584340387,73800.0,Low,0.0,0
0.002658920865375068,5633495.0,2.0,43.0,6.0,0.4032258064516129,0.0,0.5206896551724138,0.0,0.39361042809110064,85320.0,Low,0.0,2
0.07634901342005553,5335295.0,2.0,1720.0,3.0,0.6612903225806451,4.0,0.48620689655172417,0.0,0.48131109369391417,50040.0,Low,0.0,2
0.012354729368968035,439845.0,2.0,1677.0,3.0,0.7419354838709677,8.0,0.33448275862068966,0.0,0.3254684830144239,43200.0,Low,0.0,3
0.034264042506921194,2370690.0,2.0,946.0,3.0,0.6774193548387097,4.0,0.3103448275862069,0.0,0.5395153776969955,125640.0,Low,0.0,0
0.07007181745765907,3871630.0,2.0,430.0,0.0,0.8064516129032258,8.0,0.18275862068965515,0.0,0.11069427845078963,78120.0,Low,0.0,1
0.19486334975741879,2000425.0,2.0,1204.0,0.0,0.20967741935483875,4.0,0.3379310344827586,0.0,0.6425446704049409,9360.0,Medium,1.0,0
0.11816127450084368,591430.0,2.0,645.0,0.0,0.4516129032258065,4.0,0.4586206896551724,0.0,0.4214807814077547,115920.0,Low,0.0,3
0.12683198622392117,812595.0,2.0,774.0,0.0,0.5806451612903226,0.0,0.703448275862069,0.0,0.6279077270961246,24480.0,Low,0.0,3
0.07418437912580787,931875.0,2.0,1376.0,0.0,0.7580645161290323,0.0,0.5103448275862069,0.0,0.9027495271141394,40320.0,Low,0.0,3
0.1689680902306204,5765200.0,2.0,1075.0,0.0,0.6935483870967742,8.0,0.21379310344827585,0.0,0.08658617412148092,21600.0,Medium,1.0,2
0.028391041474609243,1371720.0,2.0,903.0,0.0,0.5967741935483871,4.0,0.5551724137931034,0.0,0.4440025166804018,126360.0,Low,0.0,3
0.018169292580062963,2360750.0,2.0,43.0,0.0,0.11290322580645162,12.0,0.6620689655172414,0.0,0.02147110186774791,29880.0,Low,0.0,0
0.05140093357881656,2273775.0,2.0,1290.0,3.0,0.9193548387096775,8.0,0.30689655172413793,0.0,0.4854746402773726,73800.0,Low,0.0,0
0.032734919518408796,3787140.0,2.0,559.0,0.0,0.5161290322580645,0.0,0.3310344827586207,0.0,0.5575549481942954,101880.0,Low,0.0,1
0.0879026576565067,101885.0,2.0,1247.0,0.0,0.7258064516129032,0.0,0.5862068965517242,0.0,0.5272875643454145,80640.0,Low,0.0,3
0.0319703580241526,4890480.0,2.0,215.0,3.0,0.4193548387096775,0.0,0.11034482758620691,0.0,0.38800772212191653,17640.0,Low,0.0,2
0.133338063652751,3121160.0,2.0,344.0,0.0,0.7419354838709677,8.0,0.41724137931034483,0.0,0.40697827615458765,89280.0,Low,0.0,1
0.11128509087097263,2912420.0,2.0,1763.0,6.0,0.16129032258064518,4.0,0.017241379310344827,0.0,0.552341440396216,32400.0,Low,0.0,0
0.12320153658081291,226135.0,2.0,258.0,0.0,0.6451612903225806,4.0,0.18620689655172412,0.0,0.008660499544927182,113760.0,Low,0.0,3
0.1184169399686682,5951575.0,2.0,688.0,3.0,0.6290322580645161,8.0,0.3758620689655172,0.0,0.1621531330116679,78840.0,Low,0.0,2
0.03979128643036571,4515245.0,2.0,1548.0,3.0,0.3709677419354839,0.0,0.9724137931034483,0.0,0.6714374251348079,99720.0,Low,0.0,1
0.1415631869890486,151585.0,2.0,172.0,0.0,0.06451612903225812,12.0,0.5724137931034483,0.0,0.025471978403870745,70560.0,Low,0.0,3
0.012600655199923056,5193650.0,2.0,989.0,0.0,0.4838709677419355,0.0,0.2586206896551724,0.0,0.06853853734084217,109080.0,Low,0.0,2
0.1533944108762807,5621070.0,2.0,172.0,0.0,0.04838709677419356,12.0,0.17931034482758618,0.0,0.01811956114041114,118080.0,Low,0.0,2
0.12746262771122166,5119100.0,2.0,1204.0,0.0,0.4032258064516129,0.0,0.5137931034482759,0.0,0.9005534814751082,10440.0,Low,0.0,2
0.02221124188090785,367780.0,2.0,559.0,0.0,0.532258064516129,0.0,0.45172413793103444,0.0,0.9976332180302944,62640.0,Low,0.0,3
0.0012150196994708414,5298020.0,2.0,1634.0,0.0,0.33870967741935487,0.0,0.13448275862068965,0.0,0.9438942940456042,128880.0,Low,0.0,2
0.17932375913212237,5516700.0,2.0,946.0,3.0,0.4838709677419355,4.0,0.0,0.0,0.21589541794774933,97200.0,Medium,1.0,2
0.043054064781650137,104370.0,2.0,817.0,9.0,0.27419354838709675,0.0,0.2586206896551724,0.0,0.8989798840337333,128520.0,Low,0.0,3
0.14324083943982097,598885.0,2.0,1376.0,3.0,0.22580645161290325,4.0,0.41379310344827586,0.0,0.041218707862071935,91080.0,Low,0.0,3
0.04218236728182937,4947635.0,2.0,1118.0,0.0,0.04838709677419356,12.0,0.9379310344827586,0.0,0.08104329308706076,118080.0,Low,0.0,2
0.0098370332382008,6145405.0,2.0,903.0,3.0,0.6612903225806451,8.0,0.503448275862069,0.0,0.07075407649794244,109440.0,Low,0.0,2
0.00823242806394973,5173770.0,2.0,1290.0,3.0,0.06451612903225812,12.0,0.24482758620689654,0.0,0.5786563454090078,20880.0,Low,0.0,2
0.11974883531057312,4883025.0,2.0,602.0,6.0,0.08064516129032262,12.0,0.2206896551724138,0.0,0.050861277403517174,76680.0,Low,0.0,2
0.017845449654151895,124250.0,2.0,43.0,0.0,0.532258064516129,4.0,0.5103448275862069,0.0,0.18221801281732425,106920.0,Low,0.0,3
0.18511884306947826,4080370.0,2.0,1333.0,6.0,0.6290322580645161,4.0,0.37241379310344824,0.0,0.4086016156765528,69120.0,Medium,1.0,1
0.09043983306101296,5998790.0,2.0,1591.0,3.0,0.7903225806451613,8.0,0.4586206896551724,0.0,0.2274066764627197,77760.0,Low,0.0,2
0.05325146458402265,3988425.0,2.0,1677.0,0.0,0.0,12.0,0.010344827586206896,0.0,0.043891336408379805,90720.0,Low,0.0,1
0.05530409305427098,6036065.0,2.0,43.0,6.0,0.0,12.0,0.1896551724137931,0.0,0.04368161304156691,112320.0,Low,0.0,2
0.045372098356592505,3029215.0,2.0,1849.0,6.0,0.6451612903225806,0.0,0.010344827586206896,0.0,0.09460876509235223,360.0,Low,0.0,0
0.08300362031114532,715680.0,2.0,1634.0,6.0,0.0,12.0,0.47586206896551725,0.0,0.027567867691443152,81360.0,Low,0.0,3
0.10575297712909336,4115160.0,2.0,946.0,0.0,0.6612903225806451,0.0,0.706896551724138,0.0,0.8434018474477608,40320.0,Low,0.0,1
0.01823503512893213,4318930.0,2.0,172.0,0.0,0.08064516129032262,12.0,0.49655172413793097,0.0,0.0666590933228651,99360.0,Low,0.0,1
0.005610030836835309,3727500.0,2.0,860.0,0.0,0.6612903225806451,4.0,0.5206896551724138,0.0,0.4443110520181169,37080.0,Low,0.0,1
0.1248012719366292,3252865.0,2.0,1462.0,3.0,0.9838709677419355,8.0,0.06896551724137931,0.0,0.46334680850777793,120240.0,Low,0.0,1
0.11879678580657893,3419360.0,2.0,903.0,3.0,0.4032258064516129,4.0,0.5448275862068966,0.0,0.4685058688933194,104040.0,Low,0.0,1
0.0030582459770248037,1607795.0,2.0,559.0,0.0,0.4193548387096775,4.0,0.503448275862069,0.0,0.6012029517219499,43920.0,Low,0.0,0
0.1304259122287688,3073945.0,2.0,817.0,6.0,0.4032258064516129,4.0,0.041379310344827586,0.0,0.6413280060013149,95400.0,Low,0.0,1
0.023793932872202533,554155.0,2.0,430.0,3.0,0.8709677419354838,8.0,0.027586206896551724,0.0,0.4946702032837839,50400.0,Low,0.0,3
0.047680392294665364,3893995.0,2.0,1591.0,6.0,0.6935483870967742,8.0,0.30344827586206896,0.0,0.2777873378172906,2880.0,Low,0.0,1
0.06109674208240954,2472575.0,2.0,1634.0,0.0,0.3870967741935484,4.0,0.8137931034482759,0.0,0.5513741585858193,33120.0,Low,0.0,0
0.010776908196108105,1486030.0,2.0,516.0,6.0,0.16129032258064518,12.0,0.6724137931034483,0.0,0.014319669497483992,88200.0,Low,0.0,3
0.043489913531560516,2338385.0,2.0,129.0,6.0,0.27419354838709675,0.0,0.5862068965517242,0.0,0.3455044586381156,83880.0,Low,0.0,0
0.09408976197786023,5081825.0,2.0,1161.0,3.0,0.4516129032258065,0.0,0.4068965517241379,0.0,0.4545222945349586,1800.0,Low,0.0,2
